chr	start	end	TF	genic
chrVIII	401318	401319	Tfb1	False
chrX	578247	578248	Tfb1	False
chrVIII	48016	48017	Tfb1	False
chrV	214791	214792	Tfb1	False
chrIX	113357	113358	Tfb1	False
chrXIV	160402	160403	Tfb1	False
chrXIII	872975	872976	Tfb1	False
chrVIII	209532	209533	Tfb1	True
chrXVI	785995	785996	Tfb1	False
chrXV	312477	312478	Tfb1	False
chrIV	1277373	1277374	Tfb1	False
chrVII	361930	361931	Tfb1	False
chrVII	506740	506741	Tfb1	True
chrXII	722448	722449	Tfb1	False
chrV	422552	422553	Tfb1	False
chrIV	1269425	1269426	Tfb1	False
chrXII	486657	486658	Tfb1	True
chrVII	306309	306310	Tfb1	False
chrXIV	378684	378685	Tfb1	False
chrXV	1017575	1017576	Tfb1	True
chrXVI	653809	653810	Tfb1	False
chrV	541476	541477	Tfb1	False
chrIV	1219331	1219332	Tfb1	False
chrII	444754	444755	Tfb1	False
chrXV	807076	807077	Tfb1	False
chrXVI	132760	132761	Tfb1	False
chrX	58956	58957	Tfb1	False
chrXIII	30515	30516	Tfb1	False
chrX	365699	365700	Tfb1	False
chrVIII	159374	159375	Tfb1	False
chrII	306026	306027	Tfb1	False
chrIV	907292	907293	Tfb1	True
chrV	505082	505083	Tfb1	False
chrXV	285467	285468	Tfb1	False
chrX	555829	555830	Tfb1	False
chrVIII	67531	67532	Tfb1	False
chrII	288088	288089	Tfb1	False
chrXII	483006	483007	Tfb1	True
chrXII	757153	757154	Tfb1	False
chrXIV	586868	586869	Tfb1	False
chrXII	958173	958174	Tfb1	False
chrIV	366086	366087	Tfb1	False
chrXIV	68730	68731	Tfb1	False
chrXII	501267	501268	Tfb1	True
chrXIII	241826	241827	Tfb1	False
chrII	142916	142917	Tfb1	False
chrIV	727642	727643	Tfb1	False
chrII	125023	125024	Tfb1	False
chrX	604259	604260	Tfb1	False
chrXVI	156259	156260	Tfb1	False
chrIV	1178218	1178219	Tfb1	False
chrXV	329329	329330	Tfb1	False
chrX	640444	640445	Tfb1	True
chrV	126567	126568	Tfb1	False
chrXV	52849	52850	Tfb1	False
chrII	461905	461906	Tfb1	False
chrV	177733	177734	Tfb1	False
chrXIV	233779	233780	Tfb1	False
chrXIII	99468	99469	Tfb1	False
chrXV	878294	878295	Tfb1	False
chrV	254450	254451	Tfb1	False
chrXII	640237	640238	Tfb1	False
chrXV	486999	487000	Tfb1	False
chrXII	245608	245609	Tfb1	True
chrVII	147968	147969	Tfb1	False
chrXII	504087	504088	Tfb1	True
chrIV	452965	452966	Tfb1	False
chrIV	940869	940870	Tfb1	False
chrXII	588991	588992	Tfb1	False
chrIX	160262	160263	Tfb1	False
chrXV	252708	252709	Tfb1	False
chrXI	416952	416953	Tfb1	False
chrIII	61595	61596	Tfb1	False
chrXIV	340294	340295	Tfb1	False
chrXVI	572642	572643	Tfb1	False
chrIII	252675	252676	Tfb1	False
chrVII	200238	200239	Tfb1	False
chrIV	1054926	1054927	Tfb1	False
chrIX	207349	207350	Tfb1	True
chrII	707458	707459	Tfb1	False
chrXIII	216374	216375	Tfb1	False
chrXV	410424	410425	Tfb1	False
chrVIII	316381	316382	Tfb1	False
chrVII	999216	999217	Tfb1	False
chrXIV	728208	728209	Tfb1	False
chrIX	148892	148893	Tfb1	False
chrIV	1358965	1358966	Tfb1	False
chrXIII	867289	867290	Tfb1	False
chrIV	217200	217201	Tfb1	False
chrXVI	464389	464390	Tfb1	False
chrXV	921299	921300	Tfb1	False
chrIV	330521	330522	Tfb1	False
chrIV	1476573	1476574	Tfb1	False
chrXIV	542948	542949	Tfb1	False
chrXIII	756226	756227	Tfb1	False
chrIV	784662	784663	Tfb1	False
chrVIII	333046	333047	Tfb1	False
chrX	559356	559357	Tfb1	False
chrXIV	479210	479211	Tfb1	False
chrXI	66486	66487	Tfb1	True
chrXVI	370676	370677	Tfb1	False
chrVII	532629	532630	Tfb1	False
chrIX	244520	244521	Tfb1	False
chrXIV	439331	439332	Tfb1	False
chrVII	774682	774683	Tfb1	False
chrVIII	491856	491857	Tfb1	False
chrIV	525008	525009	Tfb1	False
chrVIII	281264	281265	Tfb1	False
chrIX	46167	46168	Tfb1	False
chrXI	307057	307058	Tfb1	False
chrXI	237397	237398	Tfb1	False
chrXVI	267595	267596	Tfb1	False
chrXV	342881	342882	Tfb1	True
chrXII	87173	87174	Tfb1	False
chrX	402495	402496	Tfb1	False
chrIV	1319264	1319265	Tfb1	True
chrIV	1172046	1172047	Tfb1	False
chrIV	462407	462408	Tfb1	True
chrXI	282386	282387	Tfb1	False
chrVIII	499034	499035	Tfb1	False
chrXII	1014245	1014246	Tfb1	False
chrIII	240586	240587	Tfb1	False
chrIV	1386032	1386033	Tfb1	False
chrX	236865	236866	Tfb1	False
chrII	269615	269616	Tfb1	False
chrXII	341771	341772	Tfb1	False
chrX	455998	455999	Tfb1	False
chrVII	640424	640425	Tfb1	False
chrXIV	720739	720740	Tfb1	False
chrXV	504457	504458	Tfb1	False
chrXIV	247207	247208	Tfb1	False
chrII	697360	697361	Tfb1	False
chrIX	311024	311025	Tfb1	False
chrVII	867733	867734	Tfb1	False
chrXIV	685873	685874	Tfb1	False
chrII	227513	227514	Tfb1	False
chrXVI	551975	551976	Tfb1	False
chrXII	363884	363885	Tfb1	False
chrIV	1465933	1465934	Tfb1	False
chrX	189465	189466	Tfb1	False
chrII	611934	611935	Tfb1	False
chrXV	464689	464690	Tfb1	False
chrIII	50780	50781	Tfb1	True
chrVII	74472	74473	Tfb1	False
chrIV	551686	551687	Tfb1	False
chrXII	833662	833663	Tfb1	False
chrXIV	707727	707728	Tfb1	False
chrIV	1030474	1030475	Tfb1	False
chrXV	135924	135925	Tfb1	False
chrX	150515	150516	Tfb1	False
chrXII	130842	130843	Tfb1	False
chrXIII	722446	722447	Tfb1	False
chrVI	115931	115932	Tfb1	False
chrXIII	284841	284842	Tfb1	False
chrX	96559	96560	Tfb1	False
chrVIII	364388	364389	Tfb1	False
chrVII	854938	854939	Tfb1	False
chrXIV	664215	664216	Tfb1	False
chrIV	1071703	1071704	Tfb1	False
chrII	69573	69574	Tfb1	False
chrXIII	411561	411562	Tfb1	False
chrIV	414768	414769	Tfb1	True
chrVIII	422384	422385	Tfb1	False
chrIV	576072	576073	Tfb1	False
chrXV	681036	681037	Tfb1	False
chrV	156510	156511	Tfb1	False
chrVII	527428	527429	Tfb1	False
chrIV	341563	341564	Tfb1	False
chrXVI	106081	106082	Tfb1	False
chrX	700690	700691	Tfb1	False
chrII	111384	111385	Tfb1	False
chrX	294335	294336	Tfb1	False
chrIV	907086	907087	Tfb1	True
chrX	640611	640612	Tfb1	False
chrIV	1355967	1355968	Tfb1	False
chrIV	73369	73370	Tfb1	True
chrXIV	321726	321727	Tfb1	False
chrXI	499868	499869	Tfb1	False
chrXVI	623465	623466	Tfb1	False
chrXI	166429	166430	Tfb1	False
chrV	47105	47106	Tfb1	False
chrXV	712606	712607	Tfb1	False
chrXV	128254	128255	Tfb1	False
chrXVI	335884	335885	Tfb1	False
chrVII	452311	452312	Tfb1	False
chrIX	53780	53781	Tfb1	False
chrVIII	369839	369840	Tfb1	False
chrXIII	214133	214134	Tfb1	True
chrXVI	770563	770564	Tfb1	False
chrXIV	759006	759007	Tfb1	True
chrXIII	841890	841891	Tfb1	False
chrIII	207979	207980	Tfb1	False
chrIV	264165	264166	Tfb1	False
chrVIII	190463	190464	Tfb1	False
chrIV	1055120	1055121	Tfb1	False
chrXIII	453952	453953	Tfb1	False
chrXV	544376	544377	Tfb1	False
chrIV	803732	803733	Tfb1	True
chrXV	586413	586414	Tfb1	False
chrXV	504310	504311	Tfb1	True
chrVII	124487	124488	Tfb1	False
chrXIV	217710	217711	Tfb1	True
chrXVI	207955	207956	Tfb1	False
chrIII	70058	70059	Tfb1	False
chrXII	187330	187331	Tfb1	False
chrV	328378	328379	Tfb1	False
chrXIII	715472	715473	Tfb1	False
chrVII	1078584	1078585	Tfb1	False
chrII	618612	618613	Tfb1	False
chrV	144247	144248	Tfb1	False
chrXI	96555	96556	Tfb1	False
chrXIV	157896	157897	Tfb1	False
chrVI	131743	131744	Tfb1	False
chrXV	201847	201848	Tfb1	True
chrIV	42348	42349	Tfb1	False
chrXI	335300	335301	Tfb1	False
chrX	154985	154986	Tfb1	True
chrVII	718794	718795	Tfb1	False
chrXIII	547627	547628	Tfb1	False
chrXI	362428	362429	Tfb1	False
chrXV	792471	792472	Tfb1	False
chrXVI	76642	76643	Tfb1	False
chrV	9908	9909	Tfb1	False
chrXII	844202	844203	Tfb1	False
chrXV	108974	108975	Tfb1	False
chrIV	599635	599636	Tfb1	True
chrIV	403439	403440	Tfb1	False
chrXV	412682	412683	Tfb1	False
chrIII	168721	168722	Tfb1	False
chrXII	672841	672842	Tfb1	False
chrX	705275	705276	Tfb1	False
chrX	63605	63606	Tfb1	False
chrIV	504804	504805	Tfb1	False
chrII	245812	245813	Tfb1	False
chrXII	131477	131478	Tfb1	False
chrXII	751811	751812	Tfb1	False
chrXVI	667607	667608	Tfb1	False
chrVII	525650	525651	Tfb1	True
chrXII	963732	963733	Tfb1	False
chrXI	557382	557383	Tfb1	False
chrII	739785	739786	Tfb1	False
chrIV	1434694	1434695	Tfb1	True
chrIV	452743	452744	Tfb1	False
chrIV	381489	381490	Tfb1	False
chrXII	147799	147800	Tfb1	False
chrVII	856568	856569	Tfb1	False
chrVII	525898	525899	Tfb1	True
chrIV	916172	916173	Tfb1	False
chrIV	562493	562494	Tfb1	False
chrV	111298	111299	Tfb1	False
chrXVI	462174	462175	Tfb1	False
chrV	342814	342815	Tfb1	False
chrXVI	455008	455009	Tfb1	False
chrXI	583570	583571	Tfb1	False
chrIV	1005231	1005232	Tfb1	False
chrV	465065	465066	Tfb1	False
chrIX	215991	215992	Tfb1	False
chrIV	887140	887141	Tfb1	False
chrXVI	696891	696892	Tfb1	False
chrII	160067	160068	Tfb1	False
chrVIII	141486	141487	Tfb1	False
chrIV	1236199	1236200	Tfb1	False
chrIV	645003	645004	Tfb1	True
chrVIII	227196	227197	Tfb1	False
chrXI	231875	231876	Tfb1	False
chrXVI	554549	554550	Tfb1	False
chrXI	53636	53637	Tfb1	False
chrXIII	854743	854744	Tfb1	False
chrXVI	381613	381614	Tfb1	False
chrIV	73550	73551	Tfb1	True
chrXI	640351	640352	Tfb1	False
chrXII	633372	633373	Tfb1	False
chrXIV	270155	270156	Tfb1	False
chrIV	680012	680013	Tfb1	False
chrXV	458146	458147	Tfb1	False
chrII	582227	582228	Tfb1	False
chrIX	102614	102615	Tfb1	False
chrXI	439761	439762	Tfb1	False
chrVII	428046	428047	Tfb1	False
chrXIV	622861	622862	Tfb1	False
chrII	625679	625680	Tfb1	False
chrVI	149972	149973	Tfb1	False
chrXV	413775	413776	Tfb1	False
chrXIII	104240	104241	Tfb1	False
chrXIII	13292	13293	Tfb1	False
chrXI	571239	571240	Tfb1	False
chrVII	228753	228754	Tfb1	True
chrIII	38875	38876	Tfb1	False
chrII	423506	423507	Tfb1	False
chrII	146101	146102	Tfb1	False
chrVII	700071	700072	Tfb1	False
chrXII	993116	993117	Tfb1	False
chrXVI	900690	900691	Tfb1	False
chrXIV	471339	471340	Tfb1	False
chrVII	180636	180637	Tfb1	False
chrXIV	241362	241363	Tfb1	False
chrXVI	280428	280429	Tfb1	False
chrX	68819	68820	Tfb1	False
chrIV	746640	746641	Tfb1	False
chrXI	506505	506506	Tfb1	False
chrVIII	375381	375382	Tfb1	False
chrXIII	67588	67589	Tfb1	False
chrXIV	485511	485512	Tfb1	False
chrXIII	731240	731241	Tfb1	False
chrXIII	448334	448335	Tfb1	False
chrVII	951201	951202	Tfb1	False
chrXII	897751	897752	Tfb1	False
chrXII	668958	668959	Tfb1	False
chrXVI	159803	159804	Tfb1	False
chrX	80087	80088	Tfb1	False
chrIX	378430	378431	Tfb1	False
chrII	782560	782561	Tfb1	False
chrXVI	143243	143244	Tfb1	False
chrXV	315480	315481	Tfb1	False
chrXIII	214205	214206	Tfb1	True
chrIV	1384756	1384757	Tfb1	True
chrVII	225905	225906	Tfb1	False
chrXVI	834513	834514	Tfb1	False
chrV	248251	248252	Tfb1	False
chrXI	385700	385701	Tfb1	False
chrIV	372181	372182	Tfb1	False
chrII	107540	107541	Tfb1	False
chrXV	605161	605162	Tfb1	False
chrX	526155	526156	Tfb1	False
chrII	192362	192363	Tfb1	False
chrIV	139459	139460	Tfb1	False
chrXIV	488337	488338	Tfb1	False
chrXV	55524	55525	Tfb1	False
chrXIV	695565	695566	Tfb1	False
chrXII	633598	633599	Tfb1	False
chrV	191874	191875	Tfb1	False
chrIII	193063	193064	Tfb1	False
chrXII	127471	127472	Tfb1	False
chrXI	122450	122451	Tfb1	False
chrIV	525351	525352	Tfb1	False
chrXI	526667	526668	Tfb1	False
chrXVI	69230	69231	Tfb1	False
chrIV	1174264	1174265	Tfb1	False
chrIV	461344	461345	Tfb1	False
chrIV	750940	750941	Tfb1	False
chrXI	82890	82891	Tfb1	False
chrIV	1059574	1059575	Tfb1	False
chrVI	233926	233927	Tfb1	False
chrII	426878	426879	Tfb1	True
chrVII	932202	932203	Tfb1	False
chrXIV	622509	622510	Tfb1	False
chrXV	1064581	1064582	Tfb1	False
chrXV	256327	256328	Tfb1	False
chrXIII	43614	43615	Tfb1	False
chrXVI	527485	527486	Tfb1	False
chrV	337676	337677	Tfb1	False
chrXIII	275942	275943	Tfb1	False
chrII	216433	216434	Tfb1	False
chrVII	153147	153148	Tfb1	False
chrXI	349209	349210	Tfb1	False
chrIV	93941	93942	Tfb1	False
chrXII	230592	230593	Tfb1	False
chrVIII	217893	217894	Tfb1	False
chrII	117433	117434	Tfb1	False
chrXV	554659	554660	Tfb1	False
chrVII	412128	412129	Tfb1	True
chrXIII	429735	429736	Tfb1	False
chrVII	330676	330677	Tfb1	False
chrXV	307877	307878	Tfb1	False
chrXIII	684396	684397	Tfb1	False
chrVII	798165	798166	Tfb1	False
chrIII	176556	176557	Tfb1	False
chrVII	953559	953560	Tfb1	False
chrVI	264134	264135	Tfb1	True
chrXV	1018789	1018790	Tfb1	False
chrII	565610	565611	Tfb1	False
chrXVI	581260	581261	Tfb1	False
chrVII	560492	560493	Tfb1	False
chrXII	862490	862491	Tfb1	False
chrXV	218720	218721	Tfb1	False
chrXV	573063	573064	Tfb1	False
chrXIII	34073	34074	Tfb1	False
chrIV	132737	132738	Tfb1	False
chrXVI	386879	386880	Tfb1	False
chrXII	194349	194350	Tfb1	False
chrIII	35551	35552	Tfb1	False
chrXIV	254374	254375	Tfb1	False
chrXIII	413076	413077	Tfb1	True
chrX	613193	613194	Tfb1	True
chrIV	744043	744044	Tfb1	False
chrIV	769461	769462	Tfb1	False
chrIX	384584	384585	Tfb1	False
chrVI	95114	95115	Tfb1	False
chrIV	501396	501397	Tfb1	True
chrXIII	599190	599191	Tfb1	False
chrXIII	659252	659253	Tfb1	False
chrVII	894638	894639	Tfb1	False
chrIV	1116714	1116715	Tfb1	True
chrXI	188767	188768	Tfb1	False
chrVII	605605	605606	Tfb1	False
chrXVI	458541	458542	Tfb1	False
chrXII	380830	380831	Tfb1	True
chrXIII	861437	861438	Tfb1	False
chrXVI	198990	198991	Tfb1	False
chrII	331556	331557	Tfb1	False
chrXV	888764	888765	Tfb1	False
chrXIV	510288	510289	Tfb1	False
chrIII	289452	289453	Tfb1	False
chrXVI	713212	713213	Tfb1	False
chrIII	238904	238905	Tfb1	False
chrVI	194557	194558	Tfb1	False
chrVIII	480742	480743	Tfb1	False
chrII	435917	435918	Tfb1	False
chrXII	839802	839803	Tfb1	False
chrXII	784656	784657	Tfb1	False
chrXVI	345112	345113	Tfb1	False
chrXVI	38119	38120	Tfb1	False
chrXII	395775	395776	Tfb1	True
chrXVI	465856	465857	Tfb1	False
chrXIV	678526	678527	Tfb1	False
chrIII	168969	168970	Tfb1	False
chrXII	924502	924503	Tfb1	False
chrXIV	58094	58095	Tfb1	False
chrVII	733447	733448	Tfb1	True
chrIV	1229642	1229643	Tfb1	False
chrIV	78352	78353	Tfb1	False
chrIV	592275	592276	Tfb1	False
chrVII	605766	605767	Tfb1	False
chrXIV	441328	441329	Tfb1	False
chrI	224871	224872	Tfb1	False
chrIV	1443448	1443449	Tfb1	False
chrVIII	232036	232037	Tfb1	False
chrVII	848475	848476	Tfb1	False
chrII	504741	504742	Tfb1	False
chrV	222528	222529	Tfb1	False
chrIV	292744	292745	Tfb1	False
chrIV	1386742	1386743	Tfb1	False
chrV	311364	311365	Tfb1	False
chrXVI	14604	14605	Tfb1	False
chrXIV	348724	348725	Tfb1	False
chrXIV	342378	342379	Tfb1	False
chrVII	67536	67537	Tfb1	False
chrXV	787123	787124	Tfb1	True
chrVII	208905	208906	Tfb1	False
chrXVI	463962	463963	Tfb1	False
chrIV	242281	242282	Tfb1	False
chrXIV	707567	707568	Tfb1	True
chrXVI	103121	103122	Tfb1	False
chrXI	507892	507893	Tfb1	False
chrXV	721720	721721	Tfb1	False
chrXII	937461	937462	Tfb1	False
chrIV	570530	570531	Tfb1	False
chrXIV	140763	140764	Tfb1	False
chrXV	421708	421709	Tfb1	False
chrVI	210126	210127	Tfb1	False
chrXIII	236115	236116	Tfb1	False
chrVII	98867	98868	Tfb1	False
chrXV	1031305	1031306	Tfb1	False
chrVII	283988	283989	Tfb1	False
chrXII	407059	407060	Tfb1	False
chrXIV	214831	214832	Tfb1	False
chrX	421885	421886	Tfb1	False
chrXIII	742946	742947	Tfb1	False
chrII	568728	568729	Tfb1	False
chrXII	559428	559429	Tfb1	False
chrXII	853229	853230	Tfb1	False
chrXII	704088	704089	Tfb1	False
chrXV	960241	960242	Tfb1	False
chrXVI	681993	681994	Tfb1	True
chrXVI	329355	329356	Tfb1	False
chrVII	662045	662046	Tfb1	False
chrIV	610177	610178	Tfb1	False
chrXV	780078	780079	Tfb2	True
chrXII	234161	234162	Tfb2	False
chrVII	883879	883880	Tfb2	False
chrXII	370188	370189	Tfb2	False
chrXVI	821701	821702	Tfb2	False
chrXV	160665	160666	Tfb2	False
chrII	87997	87998	Tfb2	False
chrXII	198744	198745	Tfb2	False
chrXIV	89045	89046	Tfb2	False
chrXI	327535	327536	Tfb2	False
chrIV	1402891	1402892	Tfb2	False
chrVII	345954	345955	Tfb2	True
chrX	140111	140112	Tfb2	False
chrIV	130543	130544	Tfb2	False
chrIV	1489882	1489883	Tfb2	True
chrXIV	174643	174644	Tfb2	False
chrVII	310901	310902	Tfb2	False
chrXIV	716085	716086	Tfb2	False
chrV	322197	322198	Tfb2	False
chrXV	110190	110191	Tfb2	False
chrXIII	297068	297069	Tfb2	False
chrX	73748	73749	Tfb2	False
chrXII	839354	839355	Tfb2	False
chrXVI	700513	700514	Tfb2	False
chrV	140420	140421	Tfb2	False
chrIV	541806	541807	Tfb2	False
chrXIII	25855	25856	Tfb2	False
chrXI	164445	164446	Tfb2	False
chrVII	482921	482922	Tfb2	False
chrXV	408166	408167	Tfb2	False
chrII	477600	477601	Tfb2	False
chrII	681884	681885	Tfb2	False
chrXV	832292	832293	Tfb2	False
chrX	663700	663701	Tfb2	False
chrVIII	411042	411043	Tfb2	False
chrII	235915	235916	Tfb2	False
chrXVI	173100	173101	Tfb2	False
chrXVI	281541	281542	Tfb2	False
chrV	424664	424665	Tfb2	False
chrXIV	499589	499590	Tfb2	False
chrXII	282843	282844	Tfb2	False
chrX	228532	228533	Tfb2	False
chrXV	1028693	1028694	Tfb2	False
chrXII	1002289	1002290	Tfb2	False
chrVIII	36051	36052	Tfb2	False
chrV	85597	85598	Tfb2	False
chrV	68913	68914	Tfb2	True
chrVII	609367	609368	Tfb2	False
chrXII	899165	899166	Tfb2	False
chrXV	87438	87439	Tfb2	False
chrIV	914786	914787	Tfb2	False
chrVII	648921	648922	Tfb2	False
chrX	349382	349383	Tfb2	False
chrXII	795216	795217	Tfb2	False
chrXIII	164314	164315	Tfb2	False
chrXV	444621	444622	Tfb2	False
chrIV	556588	556589	Tfb2	False
chrIII	137686	137687	Tfb2	False
chrIX	96818	96819	Tfb2	False
chrI	71627	71628	Tfb2	False
chrXI	559417	559418	Tfb2	False
chrXVI	719404	719405	Tfb2	False
chrXIV	352338	352339	Tfb2	False
chrXIII	652195	652196	Tfb2	False
chrVIII	451276	451277	Tfb2	False
chrIII	163311	163312	Tfb2	False
chrVII	438999	439000	Tfb2	False
chrXII	368700	368701	Tfb2	False
chrXII	202607	202608	Tfb2	False
chrX	228497	228498	Tfb2	False
chrVII	366670	366671	Tfb2	False
chrIX	255037	255038	Tfb2	False
chrVIII	505603	505604	Tfb2	False
chrXII	348664	348665	Tfb2	False
chrXIII	626227	626228	Tfb2	False
chrIV	1269939	1269940	Tfb2	False
chrIV	915397	915398	Tfb2	False
chrIV	1236400	1236401	Tfb2	False
chrIV	356934	356935	Tfb2	False
chrXIV	230698	230699	Tfb2	False
chrXIV	576663	576664	Tfb2	False
chrXIII	632238	632239	Tfb2	False
chrXV	92899	92900	Tfb2	False
chrXVI	404886	404887	Tfb2	False
chrXII	498880	498881	Tfb2	False
chrXI	259181	259182	Tfb2	True
chrX	454751	454752	Tfb2	False
chrII	256277	256278	Tfb2	False
chrIV	221862	221863	Tfb2	False
chrVII	254545	254546	Tfb2	False
chrXIII	159324	159325	Tfb2	False
chrXII	636704	636705	Tfb2	False
chrII	375770	375771	Tfb2	False
chrIV	579425	579426	Tfb2	False
chrXIII	652249	652250	Tfb2	False
chrX	620552	620553	Tfb2	False
chrVI	82503	82504	Tfb2	False
chrVII	277498	277499	Tfb2	False
chrIV	491474	491475	Tfb2	True
chrXIV	302644	302645	Tfb2	False
chrX	75326	75327	Tfb2	False
chrIX	232424	232425	Tfb2	False
chrVIII	148743	148744	Tfb2	False
chrXI	38594	38595	Tfb2	False
chrIV	229848	229849	Tfb2	False
chrXV	253641	253642	Tfb2	False
chrX	173079	173080	Tfb2	False
chrXVI	694993	694994	Tfb2	False
chrXV	779465	779466	Tfb2	False
chrXVI	76272	76273	Tfb2	False
chrXV	619630	619631	Tfb2	False
chrVII	534841	534842	Tfb2	False
chrXVI	731821	731822	Tfb2	False
chrXV	978334	978335	Tfb2	False
chrI	71699	71700	Tfb2	False
chrVII	939693	939694	Tfb2	False
chrXIV	282028	282029	Tfb2	False
chrVIII	451229	451230	Tfb2	False
chrIII	178244	178245	Tfb2	False
chrVII	555765	555766	Tfb2	False
chrXIII	500737	500738	Tfb2	False
chrVIII	381484	381485	Tfb2	False
chrV	167604	167605	Tfb2	False
chrVI	221445	221446	Tfb2	False
chrXII	951062	951063	Tfb2	False
chrXII	898090	898091	Tfb2	False
chrXV	797393	797394	Tfb2	False
chrXV	867024	867025	Tfb2	False
chrXVI	654110	654111	Tfb2	False
chrXV	505729	505730	Tfb2	False
chrXI	431325	431326	Tfb2	False
chrXVI	378459	378460	Tfb2	False
chrXV	877769	877770	Tfb2	False
chrXVI	303070	303071	Tfb2	False
chrIX	257113	257114	Tfb2	False
chrVI	223831	223832	Tfb2	True
chrXIV	585518	585519	Tfb2	False
chrXVI	432510	432511	Tfb2	False
chrXII	855801	855802	Tfb2	True
chrXV	94459	94460	Tfb2	False
chrII	300110	300111	Tfb2	False
chrXIV	507338	507339	Tfb2	False
chrIX	99433	99434	Tfb2	False
chrII	477521	477522	Tfb2	False
chrIV	1401712	1401713	Tfb2	False
chrVII	149031	149032	Tfb2	False
chrIV	341234	341235	Tfb2	False
chrXIII	220067	220068	Tfb2	False
chrII	168357	168358	Tfb2	False
chrIV	1243166	1243167	Tfb2	False
chrI	142104	142105	Tfb2	False
chrXI	282862	282863	Tfb2	False
chrXIII	146420	146421	Tfb2	False
chrXV	254248	254249	Tfb2	False
chrXIV	495035	495036	Tfb2	False
chrV	122992	122993	Tfb2	False
chrXII	1018942	1018943	Tfb2	False
chrXIII	223863	223864	Tfb2	False
chrXI	618791	618792	Tfb2	False
chrXV	678833	678834	Tfb2	False
chrV	423524	423525	Tfb2	False
chrII	255722	255723	Tfb2	False
chrIV	1359864	1359865	Tfb2	False
chrXV	759553	759554	Tfb2	False
chrVII	920503	920504	Tfb2	False
chrI	142110	142111	Tfb2	False
chrII	392897	392898	Tfb2	False
chrVI	54856	54857	Tfb2	False
chrIV	44023	44024	Tfb2	False
chrXIV	585565	585566	Tfb2	False
chrXII	931836	931837	Tfb2	False
chrII	614108	614109	Tfb2	True
chrXV	842368	842369	Tfb2	False
chrVII	726921	726922	Tfb2	False
chrII	89492	89493	Tfb2	True
chrXII	805800	805801	Tfb2	True
chrXVI	794905	794906	Tfb2	False
chrXII	1028799	1028800	Tfb2	False
chrIV	1468563	1468564	Tfb2	True
chrVIII	75341	75342	Tfb2	False
chrXIII	124228	124229	Tfb2	False
chrXII	263134	263135	Tfb2	False
chrVII	366053	366054	Tfb2	False
chrV	53262	53263	Tfb2	False
chrXIII	68036	68037	Tfb2	False
chrXI	431829	431830	Tfb2	False
chrXIII	551253	551254	Tfb2	False
chrXVI	645836	645837	Tfb2	False
chrV	61040	61041	Tfb2	False
chrIV	769089	769090	Tfb2	False
chrX	120365	120366	Tfb2	False
chrVIII	554127	554128	Tfb2	False
chrII	45575	45576	Tfb2	False
chrII	60800	60801	Tfb2	False
chrIV	1301558	1301559	Tfb2	True
chrIX	316716	316717	Tfb2	False
chrV	362696	362697	Tfb2	False
chrIV	1450903	1450904	Tfb2	False
chrIX	68650	68651	Tfb2	False
chrII	332767	332768	Tfb2	False
chrXIII	225830	225831	Tfb2	False
chrVIII	382801	382802	Tfb2	False
chrXI	519276	519277	Tfb2	False
chrXII	97555	97556	Tfb2	False
chrIV	1355592	1355593	Tfb2	False
chrX	651848	651849	Tfb2	False
chrIV	1239382	1239383	Tfb2	False
chrXII	819256	819257	Tfb2	False
chrVIII	362030	362031	Tfb2	False
chrXII	522597	522598	Tfb2	False
chrVII	228389	228390	Tfb2	False
chrXIII	754266	754267	Tfb2	False
chrIV	117610	117611	Tfb2	False
chrVIII	121877	121878	Tfb2	False
chrXV	80294	80295	Tfb2	False
chrXIII	551861	551862	Tfb2	False
chrIX	22624	22625	Tfb2	False
chrX	608234	608235	Tfb2	False
chrV	302526	302527	Tfb2	False
chrX	154769	154770	Tfb2	False
chrII	415319	415320	Tfb2	False
chrIV	721583	721584	Tfb2	False
chrIV	116248	116249	Tfb2	False
chrVII	438456	438457	Tfb2	False
chrII	291999	292000	Tfb2	False
chrXII	242175	242176	Tfb2	False
chrVIII	126499	126500	Tfb2	False
chrXIII	674939	674940	Tfb2	False
chrXV	28379	28380	Tfb2	False
chrV	409153	409154	Tfb2	False
chrVIII	381519	381520	Tfb2	False
chrII	604452	604453	Tfb2	False
chrXVI	282053	282054	Tfb2	False
chrXII	781408	781409	Tfb2	False
chrVIII	554147	554148	Tfb2	False
chrVII	23816	23817	Tfb2	False
chrIII	137641	137642	Tfb2	False
chrX	75872	75873	Tfb2	False
chrX	90640	90641	Tfb2	False
chrIII	107831	107832	Tfb2	False
chrVI	75072	75073	Tfb2	True
chrIV	322173	322174	Tfb2	False
chrXVI	642054	642055	Tfb2	False
chrXI	109208	109209	Tfb2	False
chrXV	410039	410040	Tfb2	False
chrXIII	511235	511236	Tfb2	False
chrXIV	252016	252017	Tfb2	False
chrVIII	104217	104218	Tfb2	False
chrV	270216	270217	Tfb2	False
chrV	77981	77982	Tfb2	False
chrXII	673050	673051	Tfb2	False
chrV	306256	306257	Tfb2	False
chrV	298885	298886	Tfb2	False
chrV	101811	101812	Tfb2	False
chrV	302733	302734	Tfb2	False
chrXIV	23975	23976	Tfb2	False
chrIII	178825	178826	Tfb2	False
chrIV	323657	323658	Tfb2	False
chrIV	812162	812163	Tfb2	True
chrXIV	62971	62972	Tfb2	False
