chr	start	end	name	v	strand	in_body	near_rna	d_tss	d_end	in_prom	in_end	subtel	cls_prom_first	cls_body_first	ambiguous	n_pass	n_seen	best_fold	best_logp	has_motif
chrIV	1490996	1490997	chr4_1490996_1490997	212	.	False	False	-97.0	78.0	True	True	False	promoter	promoter	True	0	0			False
chrXVI	802087	802088	chr16_802087_802088	255	.	False	False	-271.0	70.0	True	True	False	promoter	promoter	True	2	2	4.034	-27.346	True
chrIII	240674	240675	chr3_240674_240675	308	.	False	False	-131.0	130.0	True	True	False	promoter	promoter	True	2	2	2.676	-13.996	True
chrVII	635763	635764	chr7_635763_635764	342	.	True	False	52.0	-149.0	True	False	False	promoter	gene body	True	1	1	2.078	-10.923	False
chrXVI	215196	215197	chr16_215196_215197	362	.	False	False	-1234.0	815.0	False	False	False	other intergenic	other intergenic	False	1	1	2.363	-26.323	True
chrXI	188858	188859	chr11_188858_188859	308	.	False	False	-218.0	265.0	True	True	False	promoter	promoter	True	1	1	2.546	-7.43	True
chrIV	310347	310348	chr4_310347_310348	310	.	False	False	-225.0	294.0	True	True	False	promoter	promoter	True	2	2	3.809	-15.91	True
chrXII	704584	704585	chr12_704584_704585	655	.	True	False	249.0	-92.0	False	True	False	gene end	gene body	True	1	1	5.075	-126.889	True
chrXI	519005	519006	chr11_519005_519006	181	.	False	False	-439.0	55.0	True	True	False	promoter	promoter	True	1	1	2.754	-7.237	False
chrX	159848	159849	chr10_159848_159849	301	.	False	False	-1.0	-226.0	True	False	False	promoter	promoter	False	2	2	2.541	-27.142	True
chrXII	787682	787683	chr12_787682_787683	198	.	True	False	19.0	349.0	True	False	False	promoter	gene body	True	0	0			False
chrVII	452055	452056	chr7_452055_452056	100	.	True	False	49.0	-1859.0	True	False	False	promoter	gene body	True	0	1	1.232	-3.537	False
chrXII	48591	48592	chr12_48591_48592	110	.	True	False	38.0	-71.0	True	True	False	promoter	gene body	True	0	0			False
chrV	39651	39652	chr5_39651_39652	121	.	False	False	-114.0	394.0	True	False	False	promoter	promoter	False	0	0			False
chrIV	930766	930767	chr4_930766_930767	610	.	False	False	-362.0	-1297.0	True	False	False	promoter	promoter	False	1	1	4.497	-218.837	True
chrIX	212492	212493	chr9_212492_212493	153	.	False	False	-6.0	-1570.0	True	False	False	promoter	promoter	False	1	1	1.643	-10.058	False
chrXV	487082	487083	chr15_487082_487083	348	.	False	True	-303.0	-2652.0	True	False	False	promoter	promoter	False	0	0			False
chrXV	487211	487212	chr15_487211_487212	276	.	False	True	-432.0	-2523.0	True	False	False	promoter	promoter	False	1	1	2.192	-19.405	False
chrXII	919161	919162	chr12_919161_919162	185	.	False	False	-142.0	374.0	True	False	False	promoter	promoter	False	0	0			False
chrXVI	431867	431868	chr16_431867_431868	351	.	False	False	-27.0	-432.0	True	False	False	promoter	promoter	False	2	2	4.462	-52.337	True
chrVI	210516	210517	chr6_210516_210517	155	.	False	True	-420.0	-2104.0	True	False	False	promoter	promoter	False	0	0			False
chrIV	1367217	1367218	chr4_1367217_1367218	218	.	False	False	-267.0	155.0	True	True	False	promoter	promoter	True	0	0			False
chrVIII	461563	461564	chr8_461563_461564	306	.	False	False	-938.0	33.0	False	True	False	gene end	gene end	False	1	1	2.315	-10.923	True
chrXVI	645105	645106	chr16_645105_645106	166	.	True	False	-844.0	-167.0	False	False	False	gene body	gene body	False	0	0			False
chrIV	512540	512541	chr4_512540_512541	72	.	False	False	-431.0	1502.0	True	False	False	promoter	promoter	False	0	0			False
chrIII	164237	164238	chr3_164237_164238	292	.	True	False	-381.0	-127.0	True	False	False	promoter	gene body	True	0	0			False
chrVIII	228963	228964	chr8_228963_228964	149	.	True	False	74.0	-1432.0	True	False	False	promoter	gene body	True	0	0			False
chrIV	1331051	1331052	chr4_1331051_1331052	359	.	False	False	-185.0	1011.0	True	False	False	promoter	promoter	False	2	2	3.677	-17.79	True
chrXIII	895628	895629	chr13_895628_895629	199	.	False	False	-202.0	87.0	True	True	False	promoter	promoter	True	0	0			False
chrIV	1195306	1195307	chr4_1195306_1195307	296	.	False	False	-422.0	105.0	True	True	False	promoter	promoter	True	2	2	2.914	-17.26	True
chrII	495474	495475	chr2_495474_495475	236	.	False	False	-135.0	117.0	True	True	False	promoter	promoter	True	2	2	3.527	-24.236	True
chrXIV	723071	723072	chr14_723071_723072	106	.	True	False	41.0	284.0	True	True	False	promoter	gene body	True	0	0			False
chrVIII	206207	206208	chr8_206207_206208	399	.	False	False	-254.0	56.0	True	True	False	promoter	promoter	True	2	2	3.783	-31.233	True
chrV	140679	140680	chr5_140679_140680	151	.	True	False	139.0	46.0	False	True	False	gene end	gene body	True	1	1	1.738	-14.386	False
chrXIII	873032	873033	chr13_873032_873033	100	.	False	False	-407.0	258.0	True	True	False	promoter	promoter	True	0	0			False
chrV	208754	208755	chr5_208754_208755	169	.	False	False	-280.0	224.0	True	True	False	promoter	promoter	True	0	0			False
chrV	100543	100544	chr5_100543_100544	284	.	False	True	-225.0	-708.0	True	False	False	promoter	promoter	False	2	2	2.876	-10.173	True
chrXV	128655	128656	chr15_128655_128656	92	.	False	False	-581.0	-1674.0	False	False	False	other intergenic	other intergenic	False	1	1	1.492	-8.7	False
chrV	281101	281102	chr5_281101_281102	428	.	False	False	-419.0	-1172.0	True	False	False	promoter	promoter	False	2	2	3.851	-27.803	True
chrVII	475376	475377	chr7_475376_475377	161	.	False	False	-129.0	-693.0	True	False	False	promoter	promoter	False	1	1	2.521	-9.187	True
chrXIV	254924	254925	chr14_254924_254925	157	.	True	False	-428.0	-93.0	True	True	False	promoter	gene body	True	0	0			False
chrXVI	497842	497843	chr16_497842_497843	282	.	False	False	-253.0	123.0	True	True	False	promoter	promoter	True	2	2	2.939	-16.856	True
chrIV	952729	952730	chr4_952729_952730	205	.	False	False	-70.0	328.0	True	False	False	promoter	promoter	False	1	1	2.009	-13.238	True
chrIV	589581	589582	chr4_589581_589582	269	.	False	False	-179.0	179.0	True	True	False	promoter	promoter	True	2	2	3.744	-30.814	True
chrIV	217391	217392	chr4_217391_217392	216	.	False	False	-208.0	317.0	True	False	False	promoter	promoter	False	1	1	2.252	-18.725	False
chrXII	16114	16115	chr12_16114_16115	286	.	False	False	-42.0	524.0	True	False	True	promoter	promoter	False	2	2	3.219	-24.638	True
chrIV	1169076	1169077	chr4_1169076_1169077	177	.	False	False	-101.0	-1067.0	True	False	False	promoter	promoter	False	0	0			False
chrXV	386426	386427	chr15_386426_386427	120	.	False	False	-398.0	1491.0	True	False	False	promoter	promoter	False	0	0			False
chrIV	512376	512377	chr4_512376_512377	316	.	False	False	-267.0	1666.0	True	False	False	promoter	promoter	False	2	2	2.993	-21.235	True
chrXI	382391	382392	chr11_382391_382392	344	.	True	False	-106.0	-94.0	True	True	False	promoter	gene body	True	1	1	3.359	-12.238	True
chrX	525891	525892	chr10_525891_525892	387	.	False	False	-443.0	-773.0	True	False	False	promoter	promoter	False	3	3	4.723	-65.921	True
chrIV	808044	808045	chr4_808044_808045	156	.	False	False	-279.0	296.0	True	True	False	promoter	promoter	True	1	1	1.746	-9.973	False
chrXII	65887	65888	chr12_65887_65888	94	.	True	False	631.0	-113.0	False	False	False	gene body	gene body	False	0	1	1.416	-5.292	False
chrIII	163652	163653	chr3_163652_163653	180	.	True	False	204.0	-207.0	False	False	False	gene body	gene body	False	1	1	2.122	-17.88	False
chrXV	723438	723439	chr15_723438_723439	110	.	True	False	528.0	520.0	False	False	False	gene body	gene body	False	1	1	1.56	-7.759	True
chrXI	66222	66223	chr11_66222_66223	121	.	True	False	1244.0	1820.0	False	False	False	gene body	gene body	False	0	0			False
chrVI	183315	183316	chr6_183315_183316	345	.	True	False	-454.0	-185.0	True	False	False	promoter	gene body	True	3	3	4.489	-109.332	True
chrXII	670143	670144	chr12_670143_670144	83	.	False	False	-196.0	-676.0	True	False	False	promoter	promoter	False	0	0			False
chrII	782455	782456	chr2_782455_782456	209	.	False	False	-135.0	71.0	True	True	False	promoter	promoter	True	0	0			False
chrIX	289142	289143	chr9_289142_289143	177	.	False	False	-234.0	83.0	True	True	False	promoter	promoter	True	0	0			False
chrIV	442842	442843	chr4_442842_442843	189	.	False	False	-186.0	-669.0	True	False	False	promoter	promoter	False	0	0			False
chrVII	939816	939817	chr7_939816_939817	196	.	False	True	-106.0	-988.0	True	False	False	promoter	promoter	False	1	1	2.088	-10.923	True
chrIV	600084	600085	chr4_600084_600085	289	.	False	False	-708.0	396.0	False	False	False	other intergenic	other intergenic	False	1	1	2.927	-29.942	False
chrXI	69635	69636	chr11_69635_69636	268	.	True	False	585.0	1098.0	False	False	False	gene body	gene body	False	2	2	3.399	-17.797	True
chrXIV	425146	425147	chr14_425146_425147	140	.	True	False	-651.0	-252.0	False	False	False	gene body	gene body	False	1	1	1.897	-13.582	False
chrIV	363586	363587	chr4_363586_363587	74	.	False	False	-3.0	859.0	True	False	False	promoter	promoter	False	0	0			False
chrIX	289280	289281	chr9_289280_289281	66	.	True	False	-372.0	-55.0	True	True	False	promoter	gene body	True	0	0			False
chrIX	173765	173766	chr9_173765_173766	208	.	False	False	-173.0	-401.0	True	False	False	promoter	promoter	False	2	2	3.296	-16.749	False
chrVII	592097	592098	chr7_592097_592098	128	.	True	False	345.0	-12.0	False	True	False	gene end	gene body	True	0	0			False
chrX	587511	587512	chr10_587511_587512	208	.	False	False	-138.0	761.0	True	False	False	promoter	promoter	False	2	2	3.202	-12.752	True
chrXIV	604844	604845	chr14_604844_604845	146	.	False	False	-539.0	576.0	False	False	False	other intergenic	other intergenic	False	1	1	1.783	-7.913	False
chrI	189358	189359	chr1_189358_189359	74	.	False	False	-834.0	547.0	False	False	False	other intergenic	other intergenic	False	0	1	1.317	-4.459	False
chrXVI	919338	919339	chr16_919338_919339	224	.	False	False	-42.0	-1149.0	True	False	False	promoter	promoter	False	1	1	1.998	-13.378	False
chrXII	407194	407195	chr12_407194_407195	151	.	False	False	-372.0	88.0	True	True	False	promoter	promoter	True	0	0			False
chrXVI	919186	919187	chr16_919186_919187	251	.	False	False	-145.0	-1301.0	True	False	False	promoter	promoter	False	1	1	2.612	-32.863	True
chrXV	1083813	1083814	chr15_1083813_1083814	194	.	False	False	556.0	388.0	False	False	True	other intergenic	other intergenic	False	1	1	2.482	-31.047	False
chrI	71182	71183	chr1_71182_71183	241	.	False	False	-603.0	1143.0	False	False	False	other intergenic	other intergenic	False	2	2	3.193	-28.042	False
chrXIII	490857	490858	chr13_490857_490858	142	.	True	False	1135.0	-464.0	False	False	False	gene body	gene body	False	0	1	1.826	-5.114	False
chrXII	48918	48919	chr12_48918_48919	178	.	False	False	-289.0	256.0	True	True	False	promoter	promoter	True	1	1	2.211	-14.811	False
chrIV	1063060	1063061	chr4_1063060_1063061	82	.	False	False	-269.0	-1556.0	True	False	False	promoter	promoter	False	0	0			False
chrV	363522	363523	chr5_363522_363523	95	.	True	False	423.0	-180.0	False	False	False	gene body	gene body	False	0	0			False
chrVIII	337607	337608	chr8_337607_337608	134	.	True	False	-475.0	-202.0	True	False	False	promoter	gene body	True	1	1	1.958	-10.717	True
chrXV	978580	978581	chr15_978580_978581	222	.	False	False	-511.0	-1387.0	False	False	False	other intergenic	other intergenic	False	1	1	4.107	-43.077	True
chrVIII	122666	122667	chr8_122666_122667	187	.	True	False	99.0	-117.0	True	False	False	promoter	gene body	True	2	2	4.182	-68.242	True
chrII	651190	651191	chr2_651190_651191	171	.	True	False	-224.0	-2.0	True	True	False	promoter	gene body	True	1	1	2.246	-14.579	True
chrXV	480017	480018	chr15_480017_480018	204	.	True	False	-380.0	-403.0	True	False	False	promoter	gene body	True	0	0			False
chrIV	867863	867864	chr4_867863_867864	195	.	False	False	-341.0	-2700.0	True	False	False	promoter	promoter	False	0	0			False
chrVIII	217975	217976	chr8_217975_217976	195	.	False	False	-141.0	135.0	True	True	False	promoter	promoter	True	0	0			False
chrXIV	255190	255191	chr14_255190_255191	186	.	False	False	-162.0	173.0	True	True	False	promoter	promoter	True	1	1	2.333	-8.749	False
chrXIV	708373	708374	chr14_708373_708374	142	.	False	False	-149.0	178.0	True	True	False	promoter	promoter	True	1	1	2.126	-8.076	True
chrVIII	218143	218144	chr8_218143_218144	107	.	False	False	-309.0	82.0	True	True	False	promoter	promoter	True	0	0			False
chrXI	397388	397389	chr11_397388_397389	128	.	True	False	-140.0	-45.0	True	True	False	promoter	gene body	True	0	0			False
chrIV	1490337	1490338	chr4_1490337_1490338	169	.	False	False	-258.0	103.0	True	True	False	promoter	promoter	True	2	2	3.175	-22.297	False
chrXII	808973	808974	chr12_808973_808974	169	.	False	False	-1023.0	155.0	False	True	False	gene end	gene end	False	1	1	2.348	-13.885	True
chrIV	106975	106976	chr4_106975_106976	153	.	True	False	-232.0	-95.0	True	True	False	promoter	gene body	True	1	1	3.522	-14.505	True
chrXIV	424691	424692	chr14_424691_424692	153	.	False	False	-196.0	108.0	True	True	False	promoter	promoter	True	2	2	3.071	-17.761	True
chrIX	207305	207306	chr9_207305_207306	153	.	True	False	1671.0	798.0	False	False	False	gene body	gene body	False	0	0			False
chrXII	932912	932913	chr12_932912_932913	131	.	False	False	-54.0	-707.0	True	False	False	promoter	promoter	False	1	1	2.177	-15.05	True
chrXIV	619892	619893	chr14_619892_619893	127	.	False	False	-174.0	-1086.0	True	False	False	promoter	promoter	False	2	2	3.055	-15.2	False
chrI	132257	132258	chr1_132257_132258	62	.	True	False	59.0	274.0	True	True	False	promoter	gene body	True	1	1	1.782	-9.732	False
chrVII	401408	401409	chr7_401408_401409	130	.	False	True	-121.0	-538.0	True	False	False	promoter	promoter	False	2	2	3.136	-17.761	False
chrX	295046	295047	chr10_295046_295047	123	.	True	False	15.0	161.0	True	True	False	promoter	gene body	True	2	2	2.951	-9.371	True
chrX	524711	524712	chr10_524711_524712	123	.	False	False	670.0	196.0	False	True	False	gene end	gene end	False	0	0			False
chrIV	512183	512184	chr4_512183_512184	70	.	False	False	-74.0	1859.0	True	False	False	promoter	promoter	False	0	0			False
chrXVI	520467	520468	chr16_520467_520468	123	.	False	False	-234.0	1707.0	True	False	False	promoter	promoter	False	1	1	3.069	-14.171	True
chrXI	538202	538203	chr11_538202_538203	123	.	True	False	-2921.0	-2556.0	False	False	False	gene body	gene body	False	1	1	2.007	-8.076	True
chrXIV	355634	355635	chr14_355634_355635	123	.	False	False	-592.0	1159.0	False	False	False	other intergenic	other intergenic	False	2	2	3.648	-20.565	True
chrIV	304727	304728	chr4_304727_304728	73	.	True	False	-509.0	-121.0	False	False	False	gene body	gene body	False	0	0			False
chrX	526007	526008	chr10_526007_526008	123	.	False	False	-327.0	-657.0	True	False	False	promoter	promoter	False	0	0			False
chrII	193620	193621	chr2_193620_193621	102	.	False	False	-501.0	108.0	False	True	False	gene end	gene end	False	0	0			False
chrXIII	664628	664629	chr13_664628_664629	102	.	False	False	-123.0	344.0	True	False	False	promoter	promoter	False	0	0			False
chrXVI	99424	99425	chr16_99424_99425	106	.	False	False	-59.0	-662.0	True	False	False	promoter	promoter	False	0	0			False
chrX	651228	651229	chr10_651228_651229	83	.	True	False	-672.0	-41.0	False	True	False	gene end	gene body	True	0	0			False
chrXV	712692	712693	chr15_712692_712693	102	.	False	False	-149.0	-1010.0	True	False	False	promoter	promoter	False	1	1	2.42	-9.448	True
chrIV	1388767	1388768	chr4_1388767_1388768	96	.	False	False	-104.0	392.0	True	False	False	promoter	promoter	False	0	0			False
chrVI	95146	95147	chr6_95146_95147	96	.	False	False	-136.0	614.0	True	False	False	promoter	promoter	False	2	2	4.167	-22.261	True
chrVII	397967	397968	chr7_397967_397968	83	.	False	False	-349.0	-1933.0	True	False	False	promoter	promoter	False	1	1	3.226	-42.562	True
chrXIV	471430	471431	chr14_471430_471431	70	.	True	False	54.0	-1378.0	True	False	False	promoter	gene body	True	0	0			False
chrII	767935	767936	chr2_767935_767936	73	.	False	False	-304.0	-745.0	True	False	False	promoter	promoter	False	0	0			False
chrII	100276	100277	chr2_100276_100277	77	.	True	False	-161.0	-31.0	True	True	False	promoter	gene body	True	0	0			False
chrVII	180690	180691	chr7_180690_180691	73	.	False	False	-9.0	-1428.0	True	False	False	promoter	promoter	False	0	0			False
chrII	364874	364875	chr2_364874_364875	67	.	True	False	845.0	-88.0	False	True	False	gene end	gene body	True	0	0			False
chrIV	1245028	1245029	chr4_1245028_1245029	77	.	True	False	-1055.0	-730.0	False	False	False	gene body	gene body	False	1	1	2.142	-7.43	False
chrIV	1195095	1195096	chr4_1195095_1195096	72	.	False	False	-211.0	63.0	True	True	False	promoter	promoter	True	0	0			False
chrXVI	918942	918943	chr16_918942_918943	72	.	True	False	99.0	-1545.0	True	False	False	promoter	gene body	True	0	0			False
chrXI	339043	339044	chr11_339043_339044	66	.	False	False	-290.0	138.0	True	True	False	promoter	promoter	True	1	1	3.637	-27.042	True
chrIV	1050386	1050387	chr4_1050386_1050387	66	.	False	False	-994.0	72.0	False	True	False	gene end	gene end	False	0	0			False
chrIV	212820	212821	chr4_212820_212821	42	.	False	False	-530.0	-1446.0	False	False	False	other intergenic	other intergenic	False	1	1	2.33	-8.749	False
chrIV	1429954	1429955	chr4_1429954_1429955	24	.	True	False	835.0	-767.0	False	False	False	gene body	gene body	False	1	1	2.609	-16.842	True
chrVII	180566	180567	chr7_180566_180567	13	.	False	False	-133.0	-1552.0	True	False	False	promoter	promoter	False	0	0			False
